COMMENTS;SHELF;PN;DESC;QTY;;COND;SN;TAG INFO;TAG INFO;TAG DATE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3024831;PLATE-LOCK CPRSR TURB VANE RING;1;EA;RP;PWC92S1259;PWC RP TAG;REPAIRABLE TAG;15/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3033453;TURBINE VANE RING;1;EA;RP;022105;REPAIRABLE;REPAIRABLE TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3021095;IGNITION REGULATOR;1;EA;RP;7304122;Dallas Airmotive ID Tag;Dallas Airmotive ID Tag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3029109;IGNITER LEADS;2;EA;RP;N/A;Dallas Airmotive Rep tag;REPAIRABLE TAG;18/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3011859;TUBE-FUEL PRESS. PRIMARY;1;EA;AR;PCERB007;Condemn TAG;CONDEMN TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3011861;TUBE-FUEL PRESS SECOND ASYO;1;EA;AR;N/A;Dallas Airmotive Condemn Tag;CONDEMN TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3028396;DIAPHRAGM ASSY-ACCESSORY GEARBOX;1;EA;RP;1440;Dallas Airmotive Reparable Tag;REPAIRABLE TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-2;3018950;HOUSING ASSY-ACCY GEARBOX;1;EA;RP;0479;Dallas Airmotive Reparable Tag;REPAIRABLE TAG;August 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-1;3011755;INSUL BLANKET-POWER SECT;1;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;21/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-1;3007184;CASE ASSY-PROP RDCN GRBX FRONT;1;EA;AR;3883;ATLANTIC TURBINES AR TAG;ATLANTIC TURBINES AR TAG;03/07/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  J-1;3022406;DUCT ASSEMBLY TURBINE EXHAUST;1;EA;RP;A-4833;Unserviceable Fichier 101321;UNSV TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3013045;CASE ASSY-COMPRESSOR INLET;1;EA;RP;7038;DALLAS RP TAG;REPAIRABLE TAG;07/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3033033;HOUSING ASSY-MAIN PRESSURE PUMP;1;EA;RP;PWC91D14094;COVINGTON RP PART;REPAIRABLE TAG;12/09/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3011859;TUBE-FUEL PRESS. PRIMARY;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;27/10/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3030383;COVER ASSY - MAIN PRESSURE PUMP;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;01/11/2905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3026887;SLEEVE - PRESSURE RELIEF VALVE;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;16/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3009476;COUPLING ASY EXT PRESS TRANS;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3013446;TUBE-OIL TO FUEL HEATER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOT SURE - DOCS ?;SHELF  K-4;AN10004 OR AN100043;COVER-PLAIN;1;EA;RP;N/A;PWC Reparaible TAG ;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3008144;CAP TUBE BREATHER BOSS;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3103152-01;OIL STRAINER ELEMENT;3;EA;RP;N/A;PARTS TAG;PARTS TAG;05/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3023487;ADAPTER-PROP SHAFT OIL TRANS TUBE;1;EA;AR;N/A;PARTS TAG;PARTS TAG;22/04/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3021638;PLATE-LOCK CPRSR TURB VANE RING;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;14/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3004097;TUBE-FLANGED;1;EA;AR;N/A;DALLAS ID TAG;DALLAS ID TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;ST3389-01;COVER-PLAIN;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3103158-01;COUPLING-EXT.PRESSURE OIL TRANSFER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3035890;TUBE-ASYO TRANSFER PACKING;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3038929;FLANGE-NO.2 BEARING HOUSING COVER;1;EA;RP;PWC96S479;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3011358;HOUSING-SCAVENGE PUMP;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;14/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3006960;BODY ASSY-MAIN SCAV PMP OUTER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;14/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3023677;GEAR-RING 1STG RDCN;1;EA;RP;3702;PWC RP TAG;REPAIRABLE TAG;30/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3030526;COVER-OIL FILTER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3024831;PLATE-LOCK CPRSR TURB VANE RING;1;EA;RP;PWC98L2650;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3011359;SPACER-SCAVENGE PUMP;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;14/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3017967;SEAL-AIR COMPR ROTOR;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3011362;HOSE-NONMETALLIC;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3024007;COVER-NO.2 BEARING HOUSING;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3030885;SHAFT-FIRST STAGE PLANET GEAR;3;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3011351;TEE SCAV OIL REAR;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3019906;FLOW DIVIDER;1;EA;RP;N/A;PARTS TAG;PARTS TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3027790;TUBE (IC);1;EA;RP;SS2295C;PWC RP TAG;REPAIRABLE TAG;30/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3007338;GEAR-RING SECOND STAGE;1;EA;RP;9E116;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3008623;TUBE TRANS;2;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3023678;HOUSING-TURBINE INTERSTAGE AIR SEAL;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;30/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3029306;SEAL-AIR COMPRESSOR TURBINE ROTOR;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3023252;ADAPTER-1ST STAGE CARRIER;1;EA;RP;1A194;PWC RP TAG;REPAIRABLE TAG;30/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3020907;FILLER CAP-OIL;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3019335;COUPLING-EXTERNAL;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3018039;TUBE-CENTER OIL TANK;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3030150;TUBE-PRESSURE OIL TRANSFER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;03/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3031266;GEAR-RING FIRST STAGE REDUCTION;1;EA;RP;3D836;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3021653;HOSE-NONMETALLIC;1;EA;RP;SS3696C;PWC RP TAG;REPAIRABLE TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3101636-01;BRG, HYDRAULIC DRIVE;1;EA;AR;26A456;COVINGTON CONDEMN PART;CONDEMN TAG;27/06/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3004192;NUT-SPANNER;1;EA;RP;N/A;DALLAS AIRMOTIVE;DALLAS AIRMOTIVE;05/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3024669;RING-RETAINING PROPELLER SHAFT OIL;1;EA;AR;N/A;VECTOR AEROSPACE AR TAG;AR TAG;29/11/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3027698;SHAFT-POWER TURBINE;1;EA;AR;A6056;COVINGTON AR TAG;AR TAG;15/08/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3016058;COVER NO.2 BEARING HOUSING;1;EA;AR;N/A;VECTOR AR TAG;AR TAG;08/11/2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3100173-01;PISTON-TORQUEMETER;1;EA;AR;PWC06M220;VECTOR AR TAG;AR TAG;09/11/2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-4;3034389;T5 THERMOCOUPLES;8;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-3;3011755;INSUL BLANKET-POWER SECT;1;EA;RP;N/A;PWC RP TAG & COVINGTON RP TAG;REPAIRABLE TAG;13/07/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-3;82950011-005;GROUND SPOILER ACTUATOR;1;EA;AR;LI0859;AR TAG;AR TAG;10/10/2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-3;3012521;SPACER COMPR DISC;1;EA;AI;284;Dallas Airmotive Condemn Tag;CONDEMN TAG;01/09/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-3;3020031;RING-MTG TOP REAR FIRESEAL;1;EA;RP;N/A;DALLAS AIRMOTIVE RP TAG;REPAIRABLE TAG;28/09/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-3;3102782-01;FIRESELY;1;EA;AR;N/A;CONDEMN TAG 29/09/2005 DALLAS AIRMOTIVE;CONDEMN TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-3;3102784-01;FIRESELY;1;EA;AR;N/A;CONDEMN TAG 29/09/2005 DALLAS AIRMOTIVE;CONDEMN TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3012124;HOUSING ASY MAIN SCAV PUMP IN;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;11/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3031013;COVER ASSY-MAIN PRESSURE PUMP;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;11/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3114590-01;SPACER-COMPRESSOR DISC;1;EA;RP;78A965;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3101721-02;COUPLING-FLEXIBLE,2 ND STAGE REDCTN;1;EA;RP;1T786;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3028859;SLEEVE - PROPELLER OIL TRANSFER;1;EA;RP;1-6-0;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3024794;COVER ASSY-PROPELLER THRUST BEARING;1;EA;RP;PWC95L810;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3029699;CARRIER-FIRST STAGE REDUCTION;1;EA;RP;57C647;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3112496-01;SCREEN-AIR INLET;1;EA;AR;N/A;PWC UNSERV TAG;UNSV TAG;15/02/2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PART SHIPPED 10/17/17;SHELF  K-2;3109871-01;SHAFT-PROPELLER;1;EA;RP;4T596;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3107255-01;HOUSING ASYO-POWER TURBINE SHAFT;1;EA;RP;PWC95L703;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3024913;TUBE-OIL TO COOLER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;16/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3032206;TUBE-COMPRESSOR SPRAY RING,ASSY OF;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;16/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3022844;SLEEVE-SECOND STAGE SUN GEAR;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3030259;HOUSING-OIL FILTER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3114664-01;RUNNER-PROP SHAFT OIL SEAL;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID TAG PN# DOESN’T MATCH STICKER AND ENGRAVING….;SHELF  K-2;3011358;HOUSING-SCAVENGE PUMP;1;EA;RP;N/A;DALLAS ID TAG;DALLAS ID TAG;ID TAG PN# DOESN’T MATCH STICKER AND ENGRAVING….;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3004116;COVER ASSY- MAIN SCAVENGE PUMP;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;11/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3108084-01;SEAL-AIR COMPRESSOR TURBINE STATOR;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3008360;GEARSHAFT ASY-MAIN SCAV PUMP;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3006960;BODY ASSY-MAIN SCAV PMP OUTER;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;11/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3032093;TUBE-OIL DRAIN, G'NOR TO GBOX,ASYO;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;16/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3024287;HOUSING-SCAVENGE PUMP;1;EA;RP;PWV91-1190;PWC RP TAG;REPAIRABLE TAG;11/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3023886;ADAPTER-SPLN,FIRST STAGE RDCN;1;EA;RP;10W737;PWC RP TAG;REPAIRABLE TAG;12/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3008786;SHAFT-SCAVENGE PUMP DRIVE;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;15/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3028279;TUBE-TRANSFER PROP OIL;1;EA;RP;N/A;STANDARD AERO RP TAG;REPAIRABLE TAG;26/04/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3031829;TUBE ASSY OF-INSUL.AIR PRESS.COMP.;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;16/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3032207;TUBE-COMPRESSOR SPRAY RING,ASSY OF;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;16/03/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3037342;T5 THERMOCOUPLES HARNESS;1;EA;RP;982449;DALLAS RP TAG;REPAIRABLE TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3008805;MAIN OIL PUMP COVER;1;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;05/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3105436-01;COVER  Y;1;EA;RP;3E804;DALLAS RP TAG;REPAIRABLE TAG;05/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3013151;COVER-OIL FILTER;1;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-2;3014679;SPACER-COMPRESSOR DISC;1;EA;RP;D5007;DALLAS RP TAG;REPAIRABLE TAG;04/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3013230;RING-MTG;1;EA;AR;PWC89D7078;DALLAS ID TAG;DALLAS ID TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3020031;RING-MTG TOP REAR FIRESEAL;1;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3100828-01;HOUSINGY;1;EA;AR;N/A;Dallas Airmotive condemn tag;CONDEMN TAG;23/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3032794;TUBE-FUEL PRESSURE,ASYO;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;26/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3103345-01;RETAINER;1;EA;AR;N/A;Dallas Airmotive condemn tag;CONDEMN TAG;22/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3112496-01;SCREEN-AIR INLET;1;EA;AR;N/A;PWC UNSERV TAG;UNSV TAG;29/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3011843;HEATED AIR TUBE;1;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;05/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3024312 SB3170;DUCT ASSEMBLY COMBUSTION CHAMB;1;EA;RP;0082;Werner ID SB3170 Unrepareable;Werner ID SB3170 Unrepareable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3019283;TUBE-FUEL PRESSURE;1;EA;RP;N/A;STANDARD AERO RP TAG;REPAIRABLE TAG;26/04/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3111472-01;RING-MTG, BOTTOM REAR FIRESEAL ASYO;1;EA;RP;N/A;PWC RP TAG;REPAIRABLE TAG;22/01/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3014660;RING-SEALING POWER TURBINE;2;EA;AR;N/A;UNSERVICEABLE TAG;UNSV TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3011845;RING MNTG TOP CENTER FSEAL ASYO;1;EA;RP;N/A;DALLAS RP TAG;REPAIRABLE TAG;06/11/2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3101826-01;SHAFT-PLANET GEAR;1;EA;RP;R27;WERNER RP TAG;REPAIRABLE TAG;03/01/2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3023250;GEAR-SUN;1;EA;AR;A0856;UNSERV AR TAG;UNSERV AR TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3014660;RING-SEALING POWER TURBINE;1;EA;AR;N/A;PWC UNSERV TAG;UNSV TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3109240-01;BUS BAR-POSITIVE TERMINAL,T5;1;EA;RP;N01387;WERNER UNSERV TAG;UNSV TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3109239-01;BUS BAR-NEGATIVE TERMINAL,T5;1;EA;RP;N01150;WERNER UNSERV TAG;UNSV TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3022378;CARRIER-1ST.STAGE RDCN;1;EA;AR;PWC05M1051;PWC UNSERV TAG;UNSV TAG;30/11/2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SHELF  K-1;3016956;FAIRING-COMPRESSOR INLET;1;EA;AI;N/A;VECTOR UNSERV TAG;UNSV TAG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
