AC_Type,MPN,DESIGNATION,ATA,CAPABILITY,PMA,DOA,DER,Code_OEM,Design_OEM
MULTI_ACT,3D8000-11,BLANK ASP,33,"EASA, FAA, CAAC",,,,,
MULTI_ACT,3D8000-3,STANDARD ASP-TWO LIGHTS,33,"EASA, FAA, CAAC",,,,,
MULTI_ACT,3D8000-7,LIGHT ASP (TWO LIGHTS),33,"EASA, FAA, CAAC",,,,,
MULTI_ACT,40438111D,0326608/CARD LIGHTNING,32,"EASA, FAA",,,,F6137,MESSIER
MULTI_ACT,40438111E,0326608/CARD LIGHTNING,32,"EASA, FAA",,,,,
MULTI_ACT,40439770N1,0326608/BRAKING COM,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,40439790M1,0326608/NWS COM,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,40439790P1,0326608/NWS COM,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,40439800,0326608/CARD MONPSU,32,"EASA, FAA",,,,,
MULTI_ACT,40439810,0326608/CARD COMPSU,32,"EASA, FAA",,,,,
MULTI_ACT,4055500-907,MULTIPURP CTL DISP UNIT,22,"EASA, FAA, CAAC",,,,,
MULTI_ACT,4055602-930,0326619/CPU FM DBP,22,"EASA, FAA, CAAC",,,,,
MULTI_ACT,4055640-906,0326619/CARTE FM I/O,22,"EASA, FAA, CAAC",,,,,
MULTI_ACT,4078-2,BATTERY-MAIN,24,"EASA, FAA",,,,,
MULTI_ACT,4084070-902,0331003/FM CARD SET,22,"EASA, FAA, CAAC",,,,,
MULTI_ACT,4084070-903,0331003/FM CARD SET,22,"EASA, FAA, CAAC",,,,,
MULTI_ACT,4136290004,ELECTRIC SEAT ACTUATOR,25,"EASA, FAA",,,,,
MULTI_ACT,4136290005,ELECTRIC SEAT ACTUATOR,25,"EASA, FAA",,,,,
MULTI_ACT,4136290006,ELECTRIC SEAT ACTUATOR,25,"EASA, FAA",,,,,
MULTI_ACT,4136290007,ELECTRIC SEAT ACTUATOR,25,"EASA, FAA",,,,,
MULTI_ACT,414800-1007,MULTIFUNCTION SPOILER PCU,27,"EASA, FAA",,,,92003,PARKER
MULTI_ACT,418W1015-332A,BOX AY OXY 3 MASK GASEOUS,25,"EASA, FAA",,,,,
MULTI_ACT,418W1015-3431A,PSU ASSY,35,"EASA, FAA",,,,81205,BOEING
MULTI_ACT,418W1015-3432A,OUTBD OXYGEN BOX ASSY RH,25,"EASA, FAA",,,,81205,BOEING
MULTI_ACT,45112028,0322402/CARTE PCB PROT,30,"EASA, FAA",,,,F9111,THALES
MULTI_ACT,451CC02Y01,SPST CONTACTOR NO 400A,24,"EASA, FAA",,,,,
MULTI_ACT,47145-021,ACTUATOR ASSY THS,27,"EASA, FAA",,X,,FA3T1,GOODRICH
MULTI_ACT,474560-1,CABINE SMOKE DETECTOR,26,"EASA, FAA",,,,,
MULTI_ACT,476W2220-2K,CRADDLE ASSY ATTENDANT,23,"EASA, FAA",,X,,3X2T2,BAE SYSTEMS
MULTI_ACT,491B1100000-511,FAN REVERSER ASSY LH,78,"EASA, FAA",,,,,
MULTI_ACT,491B1100000-513,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,,
MULTI_ACT,491B1200000-019,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-020,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-029,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-030,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-039,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-040,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-050,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-059,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1200000-069,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1213030-310,FORWARD LATCH ASSY(RH),78,"EASA, FAA",,,,07068,AVIALL
MULTI_ACT,491B1340000-019,CORE COWL ASSY,78,"EASA, FAA",,,,,
MULTI_ACT,491B1342000-009,CORE COWL ASSY,78,"EASA, FAA",,,,,
MULTI_ACT,491B1613000-029,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-039,TRANSCOWL-80C2A/B/D GRIS,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-049,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-059,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-069,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-089,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-099,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-109,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-119,TRANSCOWL-80C2A/B/D,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491B1613000-129,TRANSCOWL-80C2A/B/D,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,491C1200000-009,FAN REVERSER ASSY L/H,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491C1200000-010,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-019,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-020,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-029,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-030,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-039,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-040,FAN REVERSER ASSY R/H,78,"EASA, FAA, CAAC",,,,,
MULTI_ACT,491C1200000-049,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-050,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-059,FAN REVERSER ASSY L/H,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491C1200000-060,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-069,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-079,FAN REVERSER ASSY L/H,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491C1200000-099,FAN REVERSER ASSY L/H,78,"EASA, FAA, CAAC",,,,,
MULTI_ACT,491C1200000-110,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,491C1200000-120,FAN REVERSER ASSY R/H,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-019,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-020,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-029,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-030,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-039,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-040,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,,
MULTI_ACT,491D1200000-050,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-059,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-060,"FTR RH, CF6-80C2D",78,"EASA, FAA",,,,,
MULTI_ACT,491D1200000-070,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-079,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-080,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-090,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-099,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-130,"FTR RH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,491D1200000-209,"FTR LH, CF6-80C2D",78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,4A3598-35,RESERVOIR ASSEMBLY,25,"EASA, FAA, CAAC",,,,0ACH4,GOODRICH
MULTI_ACT,50-0176-3,LIGHT TAXI,33,"EASA, FAA, CAAC",,,,,
MULTI_ACT,53065-05,VARIABLE DELIVERY PUMP,29,"EASA, FAA, CAAC",,,,93835,PARKER
MULTI_ACT,53065-08,HYDRAULIC PUMP-EDP,29,"EASA, FAA, CAAC",,,,93835,PARKER
MULTI_ACT,53080,VARIABLE DELIVERY PUMP,29,"EASA, FAA, CAAC",,,,93835,PARKER
MULTI_ACT,53080-03,VARIABLE DELIVERY PUMP,29,"EASA, FAA, CAAC",,,,,
MULTI_ACT,53080-04,VARIABLE DELIVERY PUMP,29,"EASA, FAA, CAAC",,,,,
MULTI_ACT,53080-05,VARIABLE DELIVERY PUMP,29,"EASA, FAA, CAAC",,,,,
MULTI_ACT,53080-06,VARIABLE DELIVERY PUMP,29,"EASA, FAA, CAAC",,,,,
MULTI_ACT,54142-652-1,COMPTEUR,34,"EASA, FAA",,,,,
MULTI_ACT,5500A1ABE20A,OXYGEN BOTTLE,35,"EASA, FAA",,,,,
MULTI_ACT,5500A1AYY0E,OXYGEN BOTTLE,35,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5500A5ABF30A,OXYGEN BOTTLE,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5500A5ABG20B,OXYGEN BOTTLE 120L,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5500A6ABF23A,BOUTEILLE O2 PORTABLE,35,"EASA, FAA, CAAC",,,,1FVR8,AAR
MULTI_ACT,5500C1ABF30A,BOTTLE OXYGEN,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,559-012A,STATIC INVERTER 3,24,"EASA, FAA",,,,F0296,THALES
MULTI_ACT,559-012C,STATIC INVERTER 3,24,"EASA, FAA",,,,,
MULTI_ACT,56001C1AE20A,OXYGEN BOTTLE,35,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5600-1C1AE20A,OXYGEN BOTTLE 310L,0,"EASA, FAA, CAAC",,,,53655,AVOX
MULTI_ACT,5600-1C1AF20B,OXYGEN BOTTLE,35,"EASA, FAA, CAAC",,,,F5341,IN EROS
MULTI_ACT,5600-1C1AF23A,RESERVOIRS OXYGENE,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5600-2C1AB23A,OXYGEN BOTTLE 310L,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5600-2C1AE20A,OXYGEN BOTTLE 310L,35,"EASA, FAA, CAAC",,,,,
MULTI_ACT,56002C1AE20B,OXYGEN CYLINDER,0,"EASA, FAA",,,,,
MULTI_ACT,5600-2C1AE20B,OXYGEN CYLINDER,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5600-2C1AF23A,BOUTEILLE O2 PORTABLE,35,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5600-2C1AX0K,BOUTEILLE OXYGENE,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,564CA04A20Y00,CONTACTOR,24,"EASA, FAA, CAAC",,X,,F0214,ZODIA AERO
MULTI_ACT,564CA04F20Y00,CONTACTEUR,24,"EASA, FAA",,X,,KB335,AJ WALTERS
MULTI_ACT,564CA04F21Y00,CONTACTOR,24,"EASA, FAA",,X,,,
MULTI_ACT,568-1-28300-102,PUMP-FUEL BOOST,28,"EASA, FAA",,,,,
MULTI_ACT,580-289-054,VSV FEEDBACK CABLE,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,5832-10-35,POWER SURVEY 1 BOARD FCU,22,"EASA, FAA",,,,,
MULTI_ACT,6061H3,ACM BYPASS VALVE,21,"EASA, FAA, CAAC",,,,,
MULTI_ACT,6111-16681-44,0322651/BOARD ASSY,0,"EASA, FAA",,,,,
MULTI_ACT,622-4542-002,TRANSCEIVER-RADEIO ALTI,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-4542-101,TRANSCEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
MULTI_ACT,622-4542-102,TRANSCEIVER RADIO-ALTI,34,"EASA, FAA",,,,4V792,ROCKWELL
MULTI_ACT,622-4542-103,TRANSCEIVER-RADIO ALTI.,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-4542-120,TRANSCEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
MULTI_ACT,622-4542-121,TRANSCEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-4542-221,TRANSEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-4542-222,TRANSCEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-4542-420,TRANSCEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-4542-421,TRANSCEIVER-RADIO ALTI,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5129-203,WRCP,34,"EASA, FAA",,,,4V792,ROCKWELL
MULTI_ACT,622-5129-801,WEATHER RADAR CNTL PANEL,34,"EASA, FAA",,,,4V792,ROCKWELL
MULTI_ACT,622-5129-802,WEATHER RADAR CNTL PANEL,34,"EASA, FAA",,,,4V792,ROCKWELL
MULTI_ACT,622-5130-802,WEATHER RADAR CNTL PANEL,34,"EASA, FAA",,,,4V792,ROCKWELL
MULTI_ACT,622-5132-006,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5132-104,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5132-106,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5132-130,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5132-630,WEATHER RADAR TRANSCEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5135-003,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5135-201,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",X,,,4V792,ROCKWELL
MULTI_ACT,622-5135-202,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",X,,,,
MULTI_ACT,622-5136-003,WEATHER RADAR DRIVE UNIT,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5137-101,FLAT PLATE ANTENNA,34,"EASA, FAA, CAAC",,,,13499,ROCKWELL
MULTI_ACT,622-5137-201,FLAT PLATE ANTENNA,34,"EASA, FAA, CAAC",,,,13499,ROCKWELL
MULTI_ACT,622-5137-202,FLAT PLATE ANTENNA,34,"EASA, FAA, CAAC",,,,13499,ROCKWELL
MULTI_ACT,622-5221-002,ILS RECEIVER,0,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5222-001,ADF RECEIVER,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
MULTI_ACT,622-5222-002,ADF RECEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-5222-102,ADF RECEIVER,34,"EASA, FAA, CAAC",,,,4V792,ROCKWELL
MULTI_ACT,622-8971-020,TCAS TRANSMITER/RECEIVER,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-8971-122,TRANSCEIVER-TCAS,34,"EASA, FAA, CAAC",,,,,
MULTI_ACT,622-961390-001,MASTER ATTENDANT SWITCH,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-003,STD ATTENDANT SERV PNL 2W,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-005,STD ATTENDANT SERV PANEL,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-007,PANEL ASSY LIGHT 2WLIGHTS,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-009,PANEL ASSY LIGHT 1WLIGHTS,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-011,PANEL ASSY BLANK ASP,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-019,MASTER   ASP,33,"EASA, FAA",,,,,
MULTI_ACT,622-961390-021,3 FUNCTION ASP,33,"EASA, FAA",,,,,
MULTI_ACT,622-961415-013,CREW REST ENTRY,33,"EASA, FAA",,,,,
MULTI_ACT,622-961415-015,FLIGHT CREW REST,33,"EASA, FAA",,,,,
MULTI_ACT,622-961415-017,ATTENDANT CREW REST,33,"EASA, FAA",,,,,
MULTI_ACT,63-211659-001R04,0325084/ FRONT PANEL,31,"EASA, FAA",,,,F6198,AIRBUS
MULTI_ACT,63-211659-002R04,0322047 / FRONT FACE,31,"EASA, FAA",,,,F6198,AIRBUS
MULTI_ACT,63-211772-001R04,0325084/ FRONT PANEL,31,"EASA, FAA",,,,F6198,AIRBUS
MULTI_ACT,63292047-2,ANTI-ICE VALVE,75,"EASA, FAA",,,,59364,HONEYWELL
MULTI_ACT,6331-19428-22,ELECTRONIC BOX,21,"EASA, FAA, CAAC",,,,C0002,NORD-MICRO
MULTI_ACT,63543-150-3,DDRMI,0,"EASA, FAA, CAAC",,,,F9111,THALES
MULTI_ACT,63543-250-2,DDRMI,34,"EASA, FAA, CAAC",,,,F9111,THALES
MULTI_ACT,63543-253-2,DDRMI,34,"EASA, FAA, CAAC",,,,F9111,THALES
MULTI_ACT,642-0743-003,CIRCUIT CARD TUNER A1,34,"EASA, FAA",,,,4V792,ROCKWELL
MULTI_ACT,642-3801-509,DOOR FTR LH.,78,"EASA, FAA",,,,51563,ROHR
MULTI_ACT,654W0037-21,F/C LH GE90/94,71,"EASA, FAA, CAAC",,,,81205,BOEING
MULTI_ACT,654W0037-22,F/C RH GE90/94,71,"EASA, FAA, CAAC",,,,81205,BOEING
MULTI_ACT,65B07930-8,NOSE RADOME,0,"EASA, FAA",,,,,
MULTI_ACT,65B81563-7,SUPPORT_ASSY,27,"EASA, FAA, CAAC",,,,,
MULTI_ACT,66198-03,PUMP-HYDRAULIC,29,"EASA, FAA, CAAC",,,,,
MULTI_ACT,664700219,0322051/PCB INTERFACE 1,32,"EASA, FAA, CAAC",,,,K0653,ULTRA ELECT
MULTI_ACT,6647-002-19,0322051/PCB INTERFACE 1,32,"EASA, FAA",,,,,
MULTI_ACT,664700321,0322051/CARTE INTERFACE 2,32,"EASA, FAA, CAAC",,,,,
MULTI_ACT,664700623,0322051/CARTE INTERFACE 3,32,"EASA, FAA",,,,,
MULTI_ACT,6764B060000,VALVE PRESSURE REGULATING,36,"EASA, FAA",,,,,
MULTI_ACT,6810166M20,FUEL NOZZLE,73,"EASA, FAA, CAAC",,,,,
MULTI_ACT,681L269G01,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,681L269G04,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,681L269G06,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L269G07,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L269G09,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L269G10,FAN REVERSER LH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L269G11,FAN REVERSER LH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L269G12,FAN REVERSER LH - TLOD,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,681L269G13,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L270G01,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L270G02,FAN REVERSER RH (B767),78,"EASA, FAA",X,,,1B6R3,MRAS
MULTI_ACT,681L270G06,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L270G08,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L270G09,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L270G10,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L270G11,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L270G13,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L270G14,FAN REVERSER RH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L270G15,FAN REVERSER RH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L271G01,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,681L271G04,FAN REVERSER ASSY LH,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,681L271G05,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L271G06,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L271G08,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L271G09,FAN REVERSER LH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L271G10,FAN REVERSER LH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L271G11,FAN REVERSER LH - TLOD,78,"EASA, FAA, CAAC",,,,1B6R3,MRAS
MULTI_ACT,681L271G12,FAN REVERSER LH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L271G14,FAN REVERSER ASSY L/H,78,"EASA, FAA",,,,,
MULTI_ACT,681L272G01,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L272G06,FAN REVERSER ASSY RH,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L272G07,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L272G08,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L272G09,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L272G10,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L272G12,FAN REVERSER RH (B767),78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,681L272G13,FAN REVERSER RH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,681L272G14,FAN REVERSER RH - TLOD,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,683L176G03,FAN REVERSER POS. 1-2 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L176G04,FAN REVERSER POS. 1-2 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L176G05,FAN REVERSER POS. 1-2 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L176G06,FAN REVERSER POS. 1-2 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L176G07,FAN REVERSER ASSY L/H,78,"EASA, FAA",,,,1B6R3,MRAS
MULTI_ACT,683L177G07,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA",X,,,1B6R3,MRAS
MULTI_ACT,683L177G08,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA",X,,,1B6R3,MRAS
MULTI_ACT,683L177G09,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L177G10,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA",X,,,1B6R3,MRAS
MULTI_ACT,683L177G11,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L177G12,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA",X,,,1B6R3,MRAS
MULTI_ACT,683L177G13,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L177G14,FAN REVERSER POS. 1-2 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L178G05,FAN REVERSER POS. 3-4 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L178G06,FAN REVERSER POS. 3-4 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L178G07,FAN REVERSER POS. 3-4 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L178G08,FAN REVERSER POS. 3-4 LH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L179G05,FAN REVERSER POS. 3-4 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L179G06,FAN REVERSER POS. 3-4 RH,78,"EASA, FAA",X,,,1B6R3,MRAS
MULTI_ACT,683L179G07,FAN REVERSER POS. 3-4 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L179G08,FAN REVERSER POS. 3-4 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L179G09,FAN REVERSER POS. 3-4 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
MULTI_ACT,683L179G10,FAN REVERSER POS. 3-4 RH,78,"EASA, FAA, CAAC",X,,,1B6R3,MRAS
